	organism	seedid	kingdom	phylum	mclass	order	family	genus	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	phenotype	imgid	ncbiid	platform	kbaseid
80	Bifidobacterium_longum_infantis_157F_NC	Bifidobacterium_longum_subsp_infantis_ATCC_15697	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Probiotic	567	893	734	Ines_Thiele	06_25_12	1.0	649633017.0	565040.0	Kbase	
81	Bifidobacterium_longum_infantis_ATCC_15697		Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Probiotic	587	969	758	Ines_Thiele	06_29_12	1.0		1682.0	Kbase	
82	Bifidobacterium_longum_longum_ATCC_55813	Bifidobacterium_longum_subsp_infantis_ATCC_55813_548480_3	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Probiotic	578	880	723	Eugen_Bauer	08_03_14	1.0	643886140.0	548480.0	Kbase	
83	Bifidobacterium_longum_longum_BBMN68	Bifidobacterium_longum_subsp_longum_BBMN68_890402_3	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Probiotic	533	1066	859	Ines_Thiele	04_20_12	5.0	649633018.0	890402.0	Kbase	
84	Bifidobacterium_longum_longum_CCUG_52486	Bifidobacterium_longum_subsp_infantis_CCUG_52486_537937_5	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Probiotic	566	886	733	Eugen_Bauer	08_03_14	5.0	643886216.0	537937.0	Kbase	
85	Bifidobacterium_longum_longum_JCM_1217	Bifidobacterium_longum_subsp_longum_JCM_1217_565042_3	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Probiotic	517	1051	845	Eugen_Bauer	08_03_14	3.0	649633019.0	216816.0	Kbase	
86	Bifidobacterium_longum_longum_JDM301	Bifidobacterium_longum_subsp_longum_JDM301_759350_3	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Probiotic	547	1050	850	Ines_Thiele	06_25_12	1.0	646564512.0	759350.0	ModelSEED	
87	Bifidobacterium_pseudocatenulatum_DSM_20438	Bifidobacterium_pseudocatenulatum_DSM_20438	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	583	874	722	Ines_Thiele	04_20_12	1.0	2562617145.0	547043.0	ModelSEED	
88	Bilophila_wadsworthia_3_1_6	Bilophila_wadsworthia_3_1_6_563192_3	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Obligate_anaerobe	Only_anaerobic_respiration_nonfermentative_asaccharolytic	Negative	Commensal	879	1111	909	Ines_Thiele	06_29_12	1.0	2562617176.0	563192.0	ModelSEED	
89	Blautia_hansenii_VPI_C7_24_DSM_20583	Blautia_hansenii_DSM_20583_537007_6	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate_anaerobe	Saccharolytic_fermentative_hydrogen_used_as_energy_source	Positive	Commensal	679	999	787	Ines_Thiele	04_20_12	1.0	2562617096.0	1322.0	ModelSEED	
90	Blautia_hydrogenotrophica_DSM_10507	Blautia_hydrogenotrophica_DSM_10507_476272_5	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate_anaerobe	Saccharolytic_fermentative_hydrogen_used_as_energy_source	Positive	Commensal	890	1067	868	Ines_Thiele	08_06_12	1.0	643886199.0	476272.0	ModelSEED	
91	Burkholderiales_bacterium_1_1_47	Burkholderiales_bacterium_1_1_47_469610_4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	unclassified_Burkholderiales	unclassified_Burkholderiales	Nanaerobe	Uncharacterized	Uncharacterized	Uncharacterized	617	950	797	Ines_Thiele	06_29_12	1.0	648861006.0	469610.0	Kbase	
92	Butyrivibrio_crossotus_DSM_2876	Butyrivibrio_crossotus_DSM_2876_511680_4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Obligate_anaerobe	Saccharolytic_fermentative	Structurally_positive_but_stains_negative	Commensal	568	876	769	Ines_Thiele	04_20_12	1.0	645951834.0	511680.0	Kbase	
93	Butyrivibrio_fibrisolvens_16_4	Butyrivibrio_fibrisolvens_16_4_657324_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Obligate_anaerobe	Saccharolytic_fermentative_acetate_converted_to_butyrate	Structurally_positive_but_stains_negative	Commensal	774	1116	885	Ines_Thiele	06_25_12	1.0	650377919.0	657324.0	Kbase	
94	Campylobacter_coli_JV20	Campylobacter_coli_JV20_864566_3	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Microaerophile	Strictly_respiratory_asaccharolytic_only_amino_acids_and_TCA_cycle_intermediates_used	Negative	Pathogen	572	996	797	Ines_Thiele	06_29_12	1.0	648276627.0	864566.0	ModelSEED	
95	Campylobacter_concisus_13826	Campylobacter_concisus_13826_360104_9	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Microaerophile__anaerobe	Strictly_respiratory_asaccharolytic_only_amino_acids_and_TCA_cycle_intermediates_used	Negative	Pathogen	496	1033	816	Eugen_Bauer	09_03_14	1.0	640753009.0	360104.0	ModelSEED	
96	Campylobacter_curvus_525_92	Campylobacter_curvus_525_92_360105_8	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Microaerophile__anaerobe	Strictly_respiratory_asaccharolytic_only_amino_acids_and_TCA_cycle_intermediates_used	Negative	Pathogen	515	1024	819	Eugen_Bauer	08_03_14	1.0	640753010.0	360105.0	ModelSEED	
97	Campylobacter_hominis_ATCC_BAA_381	Campylobacter_hominis_ATCC_BAA_381_360107_7	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Microaerophile	Strictly_respiratory_asaccharolytic_only_amino_acids_and_TCA_cycle_intermediates_used	Negative	Pathogen	470	940	838	Eugen_Bauer	09_03_14	1.0	640753011.0	360107.0	ModelSEED	
98	Campylobacter_jejuni_jejuni_81_176	Campylobacter_jejuni_subsp_jejuni_81_176_[WGS]_354242_17	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Microaerophile	Strictly_respiratory_asaccharolytic_only_amino_acids_and_TCA_cycle_intermediates_used	Negative	Pathogen	523	1057	844	Eugen_Bauer	09_03_14	5.0	641736195.0	1861812.0	ModelSEED	
99	Campylobacter_jejuni_jejuni_ICDCCJ07004	Campylobacter_jejuni_subsp_jejuni_ICDCCJ07004_1295400_3	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Microaerophile	Strictly_respiratory_asaccharolytic_only_amino_acids_and_TCA_cycle_intermediates_used	Negative	Pathogen	559	1047	837	Eugen_Bauer	09_03_14	5.0	2551306568.0	1295400.0	ModelSEED	
100	Campylobacter_jejuni_jejuni_M1	Campylobacter_jejuni_subsp_jejuni_M1_645464_3	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Microaerophile	Strictly_respiratory_asaccharolytic_only_amino_acids_and_TCA_cycle_intermediates_used	Negative	Pathogen	508	1049	829	Eugen_Bauer	08_03_14	5.0	648231701.0	645464.0	ModelSEED	
101	Campylobacter_jejuni_jejuni_NCTC_11168	Campylobacter_jejuni_subsp_jejuni_NCTC_11168_192222_6	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Microaerophile	Strictly_respiratory_asaccharolytic_only_amino_acids_and_TCA_cycle_intermediates_used	Negative	Pathogen	517	1063	844	Eugen_Bauer	08_03_14	3.0	637000055.0	192222.0	Kbase	
102	Campylobacter_upsaliensis_JV21	Campylobacter_upsaliensis_JV21_888826_3	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Microaerophile	Strictly_respiratory_asaccharolytic_only_amino_acids_and_TCA_cycle_intermediates_used	Negative	Pathogen	525	925	779	Ines_Thiele	06_29_12	3.0	649989919.0	888826.0	ModelSEED	
103	Catenibacterium_mitsuokai_DSM_15897	Catenibacterium_mitsuokai_DSM_15897_451640_5	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	644	972	823	Ines_Thiele	04_20_12	3.0	643886110.0	451640.0	ModelSEED	
104	Citrobacter_koseri_ATCC_BAA_895	Citrobacter_koseri_ATCC_BAA_895_290338_8	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Facultative_anaerobe	Fermentative_or_respiratory_citrate_and_a_variety_of_other_compounds_used	Negative	Opportunistic_pathogen	1234	1742	1139	Eugen_Bauer	09_03_14	3.0	640753015.0	290338.0	ModelSEED	
105	Citrobacter_sp_30_2	Citrobacter_sp_30_2_469595_3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Facultative_anaerobe	Fermentative_or_respiratory_citrate_and_a_variety_of_other_compounds_used	Negative	Opportunistic_pathogen	1373	1775	1157	Ines_Thiele	08_06_12	3.0	646206256.0	469595.0	ModelSEED	
106	Citrobacter_youngae_ATCC_29220	Citrobacter_youngae_ATCC_29220_500640_5	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Citrobacter	Facultative_anaerobe	Fermentative_or_respiratory_citrate_and_a_variety_of_other_compounds_used	Negative	Opportunistic_pathogen	1373	1775	1157	Ines_Thiele	08_06_12	3.0	2562617093.0	500640.0	ModelSEED	
107	Clostridiales_sp_1_7_47FAA	Clostridiales_bacterium_1_7_47FAA_457421_5	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	Obligate_anaerobe	Uncharacterized	Uncharacterized	Uncharacterized	1373	1180	920	Ines_Thiele	08_06_12	5.0	643886007.0	457421.0	ModelSEED	
108	Clostridium_asparagiforme_DSM_15981	Clostridium_asparagiforme_DSM_15981_518636_5	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Obligate_anaerobe	Fermentative_few_compounds_used	Positive	Commensal	1280	1285	965	Ines_Thiele	04_20_12	1.0	643886112.0	518636.0	ModelSEED	
109	Clostridium_bartlettii_DSM_16795	Clostridium_bartlettii_DSM_16795_445973_7	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Intestinibacter	Obligate_anaerobe	Ferments_carbohydrates_and_amino_acids	Positive	Commensal	730	1095	844	Ines_Thiele	04_20_12	5.0	641736113.0	445973.0	ModelSEED	
110	Clostridium_bolteae_ATCC_BAA_613	Clostridium_bolteae_ATCC_BAA_613_411902_9	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	1372	1240	957	Ines_Thiele	04_20_12	5.0	641380428.0	411902.0	ModelSEED	
111	Clostridium_difficile_CD196	Clostridium_difficile_CD196_645462_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Obligate_anaerobe	Proteolytic_few_carbohydrates_fermented	Positive	Opportunistic_pathogen	889	1365	1004	Eugen_Bauer	08_03_14	3.0	646311914.0	645462.0	ModelSEED	
112	Clostridium_difficile_NAP07	Clostridium_difficile_NAP07_525258_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Obligate_anaerobe	Proteolytic_few_carbohydrates_fermented	Positive	Opportunistic_pathogen	918	1273	965	Ines_Thiele	06_29_12	3.0	647000227.0	525258.0	ModelSEED	
113	Clostridium_difficile_NAP08	Clostridium_difficile_NAP08_525259_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Obligate_anaerobe	Proteolytic_few_carbohydrates_fermented	Positive	Opportunistic_pathogen	917	1277	969	Ines_Thiele	06_29_12	3.0	647000228.0	525259.0	ModelSEED	
114	Clostridium_difficile_R20291	Clostridium_difficile_R20291_645463_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Clostridioides	Obligate_anaerobe	Proteolytic_few_carbohydrates_fermented	Positive	Opportunistic_pathogen	883	1352	998	Eugen_Bauer	08_03_14	3.0	646311915.0	645463.0	ModelSEED	
115	Clostridium_hiranonis_TO_931_DSM_13275	Clostridium_hiranonis_DSM_13275_500633_7	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	unclassified_Peptostreptococcaceae	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	589	918	804	Ines_Thiele	08_06_12	3.0	642979371.0	89152.0	Kbase	
116	Clostridium_hylemonae_DSM_15053	Clostridium_hylemonae_DSM_15053_553973_6	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	960	1137	925	Ines_Thiele	08_06_12	1.0	642979359.0	553973.0	ModelSEED	
117	Clostridium_leptum_DSM_753	Clostridium_leptum_DSM_753_428125_8	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Obligate_anaerobe	Few_carbohydrates_weakly_fermented	Positive	Commensal	637	956	806	Ines_Thiele	08_06_12	1.0	641380427.0	428125.0	Kbase	
118	Clostridium_methylpentosum_R2_DSM_5476	Clostridium_methylpentosum_DSM_5476_537013_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	Obligate_anaerobe	Ferments_only_L_rhamnose_L_fucose_L_lyxose_and_D_arabinose	Positive	Commensal	538	869	747	Ines_Thiele	04_20_12	1.0	643886206.0	84026.0	ModelSEED	
119	Clostridium_nexile_DSM_1787	Clostridium_nexile_DSM_1787_500632_7	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Tyzzerella	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	673	973	793	Ines_Thiele	04_20_12	1.0	642979369.0	500632.0	ModelSEED	
120	Clostridium_ramosum_VPI_0427_DSM_1402	Clostridium_ramosum_DSM_1402_445974_6	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Obligate_anaerobe	Saccharolytic_fermentative	Positive_or_negative	Commensal	833	1039	844	Ines_Thiele	08_06_12	2.0	641736198.0	1547.0	ModelSEED	
121	Clostridium_scindens_ATCC_35704	Clostridium_scindens_ATCC_35704_411468_9	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Aerotolerant	Saccharolytic_fermentative	Positive	Commensal	775	1036	853	Ines_Thiele	04_20_12	1.0	641736197.0	411468.0	ModelSEED	
122	Clostridium_sp_M62_1	Clostridium_sp_M62_1_411486_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Obligate_anaerobe	Uncharacterized	Uncharacterized	Uncharacterized	597	871	772	Ines_Thiele	08_06_12	2.0	641380448.0	411489.0	ModelSEED	
123	Clostridium_sp_7_2_43FAA	Clostridium_sp_7_2_43FAA_457396_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Obligate_anaerobe	Uncharacterized	Uncharacterized	Uncharacterized	723	986	839	Ines_Thiele	08_06_12	2.0	2562617079.0	411486.0	ModelSEED	
124	Clostridium_sp_L2_50	Clostridium_sp_L2_50_411489_7	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Obligate_anaerobe	Uncharacterized	Uncharacterized	Uncharacterized	835	1154	893	Ines_Thiele	04_20_12	1.0	646206260.0	457396.0	ModelSEED	
125	Clostridium_sp_SS2_1	Clostridium_sp_SS2_1_411484_7	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Obligate_anaerobe	Saccharolytic_fermentative_acetate_and_lactate_converted_to_butyrate	Positive	Commensal	843	1081	902	Ines_Thiele	08_06_12	1.0	641736270.0	411484.0	ModelSEED	
126	Clostridium_sp_SY8519	Clostridium_sp_SY8519_1042156_4	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Obligate_anaerobe	Uncharacterized	Uncharacterized	Uncharacterized	682	1098	910	Eugen_Bauer	08_03_14	2.0	650716027.0	1042156.0	ModelSEED	
127	Clostridium_spiroforme_DSM_1552	Clostridium_spiroforme_DSM_1552_428126_7	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	600	937	817	Ines_Thiele	08_06_12	1.0	641736169.0	428126.0	ModelSEED	
128	Clostridium_sporogenes_ATCC_15579	Clostridium_sporogenes_ATCC_15579_471871_7	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Obligate_anaerobe	Proteolytic_few_carbohydrates_fermented	Positive	Opportunistic_pathogen	806	1317	972	Eugen_Bauer	09_03_14	1.0	642791615.0	471871.0	ModelSEED	
129	Clostridium_symbiosum_WAL_14163	Clostridium_symbiosum_WAL_14163_742740_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	1051	1157	936	Ines_Thiele	08_06_12	1.0	649989922.0	742740.0	ModelSEED	
130	Clostridium_symbiosum_WAL_14673	Clostridium_symbiosum_WAL_14673_742741_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	1001	1150	934	Ines_Thiele	06_29_12	1.0	649989923.0	742741.0	ModelSEED	
131	Collinsella_aerofaciens_ATCC_25986	Collinsella_aerofaciens_ATCC_25986_411903_6	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	586	862	722	Ines_Thiele	04_20_12	1.0	640612206.0	411903.0	ModelSEED	
132	Collinsella_intestinalis_DSM_13280	Collinsella_intestinalis_DSM_13280_521003_7	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	451	748	639	Ines_Thiele	08_06_12	4.0	2562617146.0	521003.0	ModelSEED	
133	Collinsella_stercoris_DSM_13279	Collinsella_stercoris_DSM_13279_445975_6	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	547	758	635	Ines_Thiele	08_06_12	2.0	642979321.0	445975.0	ModelSEED	
134	Coprobacillus_sp_29_1	Coprobacillus_sp_29_1_469596_3	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	838	1035	840	Ines_Thiele	06_29_12	4.0	649989924.0	469596.0	ModelSEED	
135	Coprobacillus_sp_D7		Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	771	1013	845	Ines_Thiele	04_20_12	1.0	646206251.0	556270.0	ModelSEED	
136	Coprococcus_comes_ATCC_27758	Coprococcus_comes_ATCC_27758_470146_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	781	1064	873	Ines_Thiele	04_20_12	1.0	643886116.0	470146.0	ModelSEED	
137	Coprococcus_eutactus_ATCC_27759	Coprococcus_eutactus_ATCC_27759_411474_6	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	646	1003	828	Ines_Thiele	04_20_12	5.0	641380422.0	411474.0	ModelSEED	
138	Desulfovibrio_piger_ATCC_29098	Desulfovibrio_piger_ATCC_29098_411464_8	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Nanaerobe	Only_anaerobic_respiration_with_sulfate_as_electron_acceptor_nonfermentative_asaccharolytic	Negative	Commensal	642	977	791	Ines_Thiele	08_06_12	5.0	642979316.0	411464.0	ModelSEED	
139	Desulfovibrio_sp_3_1_syn3	Desulfovibrio_sp_3_1_syn3_457398_5	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Nanaerobe	Only_anaerobic_respiration_with_sulfate_as_electron_acceptor_nonfermentative_asaccharolytic	Negative	Commensal	734	1061	840	Ines_Thiele	06_29_12	2.0	2562617147.0	457398.0	ModelSEED	
140	Dorea_longicatena_DSM_13814	Dorea_longicatena_DSM_13814_411462_6	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	734	1006	844	Ines_Thiele	06_29_12	3.0	640963046.0	411462.0	ModelSEED	
141	Edwardsiella_tarda_ATCC_23685	Edwardsiella_tarda_ATCC_23685_500638_3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Edwardsiella	Facultative_anaerobe	Fermentative_or_respiratory_comparatively_few_carbohydrates_used	Negative	Opportunistic_pathogen	1030	1495	1026	Ines_Thiele	06_29_12	5.0	647000237.0	500638.0	ModelSEED	
142	Edwardsiella_tarda_FL6_60	Edwardsiella_tarda_FL6_60_718251_5	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Edwardsiella	Facultative_anaerobe	Fermentative_or_respiratory_comparatively_few_carbohydrates_used	Negative	Opportunistic_pathogen	938	1516	1030	Eugen_Bauer	09_03_14	1.0	648231704.0	718251.0	ModelSEED	
143	Eggerthella_sp_1_3_56FAA	Eggerthella_sp_1_3_56FAA_665943_3	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Nanaerobe	Asaccharolytic	Positive	Commensal	700	947	801	Ines_Thiele	06_29_12	1.0	649989930.0	665943.0	ModelSEED	
144	Eggerthella_sp_YY7918	Eggerthella_sp_YY7918_502558_4	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Nanaerobe	Asaccharolytic	Positive	Commensal	608	993	812	Eugen_Bauer	08_03_14	1.0	650716034.0	502558.0	ModelSEED	
145	Enterobacter_cancerogenus_ATCC_35316	Enterobacter_cancerogenus_ATCC_35316_500639_8	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacter	Facultative_anaerobe	Fermentative_or_respiratory_various_carbohydrates_used	Negative	Opportunistic_pathogen	1273	1704	1124	Ines_Thiele	08_06_12	1.0	2562617148.0	500639.0	ModelSEED	
146	Enterobacteriaceae_bacterium_9_2_54FAA	Enterobacteriaceae_bacterium_9_2_54FAA_469613_3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified_Enterobacteriaceae	Aerobe	Uncharacterized	Uncharacterized	Uncharacterized	1243	1646	1116	Ines_Thiele	06_29_12	1.0	2562617162.0	469613.0	ModelSEED	
147	Enterococcus_faecalis_OG1RF_ATCC_47077	Enterococcus_faecalis_OG1RF_474186_5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Commensal	737	1164	866	Eugen_Bauer	08_03_14	1.0	2511231133.0	474186.0	Kbase	
148	Enterococcus_faecalis_TX0104	Enterococcus_faecalis_TX0104_491074_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Commensal	798	1121	849	Ines_Thiele	04_20_12	1.0	643886065.0	491074.0	Kbase	
149	Enterococcus_faecalis_TX1322	Enterococcus_faecalis_TX1322_525278_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Commensal	831	1127	858	Ines_Thiele	09_06_12	5.0	643886064.0	525278.0	Kbase	
150	Enterococcus_faecalis_V583	Enterococcus_faecalis_V583_226185_9	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Facultative_anaerobe	Saccharolytic_fermentative	Positive	Commensal	770	1183	885	Eugen_Bauer	09_03_14	3.0	637000101.0	226185.0	Kbase	
